Word,Sentiment
excalibur,1
i shkëlqyer,1
tejkalojnë,1
tejkaluar,1
tejkaluar,1
jashtëzakonisht,1
tejkalon,1
shkëlqejnë,1
shkëlqeu,1
i shkëlqyer,1
i shkëlqyer,1
shkëlqeu,1
përsosmëri,1
ekselencë,1
i shkëlqyer,1
në mënyrë të shkëlqyer,1
shkëlqen,1
përjashtim,-1
të jashtëzakonshme,-1
në mënyrë të jashtëzakonshme,1
i tepërt,-1
në mënyrë të tepruar,-1
shkëmbim,-1
e këmbyeshme,1
të këmbyera,-1
akcize,-1
taksa te larta,-1
ngacmuese,1
eksitoj,-1
i emocionuar,1
i emocionuar,1
eksitim,1
eksitim,1
emocionon,1
emocionuese,1
në mënyrë emocionuese,1
pasthirrma,-1
përjashtojnë,-1
përjashtimi,1
rregulli përjashtues,-1
ekskluziviteti,1
sqaruese,1
nxitës,1
zhgënjej,-1
ekskorimi,-1
ekskretent,1
torturuese,-1
në mënyrë torturuese,-1
torturim,-1
shfajësues,1
e falshme,1
shfajësues,-1
justifikim,-1
justifikime,-1
i shqyeshëm,-1
shfaros,-1
dekretim,-1
ekzekutueshmëria,1
ekzekutuar,-1
drejtor ekzekutiv,1
i shkëlqyer,1
shembullor,1
shembullore,1
i përjashtuar,-1
përjashtimi,1
ushtroj,-1
eksfolimi,-1
shter,-1
i rraskapitur,-1
i shteruar,1
rraskapitës,1
rraskapitje,1
shter,-1
ekzibicionizm,1
ekzibicioniste,1
ngazëlloj,1
ngazëllyese,1
në mënyrë emocionuese,1
ngazëllim,1
e tepruar,-1
këshilloj,-1
kërkuese,1
e pakëndshme,-1
mërgimi,-1
ekzistues,-1
ekzistencial,-1
sasior ekzistencial,1
ekzistuese,-1
ekzogame,1
obeziteti ekzogjen,-1
shfajësoj,1
shfajësim,1
e tepruar,-1
tepruar,-1
në mënyrë të tepruar,-1
ekzorcizëm,-1
ekzorcist,-1
ekzorcizohem,-1
ekzostoza,-1
ekzoterike,1
ekzotike,1
ekzotizmi,1
ekzotoksina,1
i shtrirë,1
ekspansionist,1
i shtrirë,-1
në mënyrë të shtrirë,1
shtrirje,-1
presin,1
e pritshme,-1
pritshmërinë,-1
pritëse,1
me pritje,1
pritje,1
pritet,-1
pritshmëria,-1
ekspektorator,1
përshtatshmërisë,1
e përshtatshme,-1
i shpejtë,1
në mënyrë të shpejtë,1
dëbojnë,-1
i shpenzueshëm,1
shpenzim,-1
shtrenjtë,1
shtrenjtë,1
shtrenjtesia,1
përvojë,1
eksperimentale,1
dëshmitar ekspert,-1
me ekspertizë,1
ekspertizë,1
i shlyershëm,1
shlyej,-1
skadojë,-1
i skaduar,-1
shpjegim,1
shpërthyese,-1
i shpjegueshëm,1
sqaroj,1
eksplicite,1
në mënyrë eksplicite,1
eksplicite,1
shpërthejnë,-1
shpërtheu,1
shfrytëzojnë,-1
shfrytëzimit,-1
të shfrytëzuara,1
eksplorimi,-1
eksplorojnë,1
shpërthim,1
shpërthyese,-1
përbërje shpërthyese,-1
përzierje shpërthyese,-1
në mënyrë shpërthyese,1
në mënyrë eksponenciale,1
të eksportueshme,1
ekspozoj,1
ekspozim,-1
ekspozim,-1
shprehin,-1
shprehur,1
i shprehur,1
shprehëse,1
në mënyrë shprehëse,-1
ekspresiviteti,-1
shpronësojnë,-1
shpronësimi,-1
dëbojnë,-1
shlyej,-1
i hollë,1
hollësisht,1
hollësi,1
eksanguinoze,-1
ekzistues,-1
shtrihet,1
zgjasë veten,-1
zgjatur,1
e zgjatshme,1
zgjatuese,1
zbutëse,1
e jashtme,1
shfarosin,-1
shfarosje,-1
e jashtme,-1
shuarje,-1
shuaj,-1
e shuarshme,1
i shuar,-1
i shfarosshëm,1
lartësoj,1
lartësoj,1
zhvat,-1
zhvatje,1
shtesë,1
kirurgji ekstrakapsulare,-1
ekstrakt,-1
ekstraktueshme,1
nxjerrës,1
aktivitet jashtëshkollor,-1
jashtëgjyqësore,-1
jashtëmartesore,-1
e jashtme,-1
në mënyrë të jashtëzakonshme,1
të jashtëzakonshme,1
e jashtëzakonshme,1
ekstrasistolia,-1
ekstravagancë,-1
ekstravagancë,1
ekstravagante,-1
në mënyrë ekstravagante,-1
ekstreme,1
ekstremiteti,1
ekstremizmin,-1
ekstremist,-1
ekstremistët,-1
ekstremitet,-1
i ndashëm,1
e jashtme,-1
ekstroversioni,-1
ekstrovert,-1
bollëk,1
i bollshëm,1
me bollëk,1
ngazëllohem,1
ngazëllyese,1
ngazëllim,1
me ngazëllim,1
syri,1
ndriçimi i syve,1
karamele për sy,1
kapja e syve,1
bie në sy,-1
dialekti i syrit,-1
sëmundje të syrit,1
hapës sysh,-1
rima e syve,1
kokërr syri,1
kapjen e syve,1
bie në sy,1
me sy,-1
syshirë,1
pa sy,-1
pa syri,1
si syri,1
eyeliner,1
sytë,1
dhimbje në sy,-1
ery,1
f**k,-1
fabiani,1
fabrikoj,-1
fabrikim,-1
përrallore,1
në mënyrë përrallore,1
fytyrë,-1
kursimi i fytyrës,1
përballen me muzikën,-1
ballë për ballë,-1
fytyrën lart,-1
vlerë nominale,1
pa fytyrë,-1
ballore,-1
aspekt,1
fastik,-1
me fytyrë,-1
fantazmë,1
mjekërr,1
indi i fytyrës,1
e lehtë,-1
lehtësojnë,1
lehtësimi,1
lehtësuese,1
duke u përballur,-1
faksimile,1
fakt,1
faktik,-1
i rremë,-1
faktori ix,-1
fermë e fabrikës,1
faktike,1
faktikisht,1
faktiteti,1
fakultative,-1
dietë e modës,1
në mënyrë të çmendur,1
i modës,1
shuhem,-1
venitje,-1
duke u zbehur,1
fado,-1
fagin,-1
fajence,-1
dështojnë,-1
dështojnë të sigurt,1
dështoi,-1
duke dështuar,1
dështon,-1
dështimi,-1
dështimet,-1
të fikët,1
me zemër të fikët,-1
dobësi,-1
i drejtë,1
drejtë dhe katror,1
kopje e drejtë,-1
dëgjim i drejtë,-1
me mendje të drejtë,-1
në mënyrë të drejtë,-1
drejtësia,1
rrugë e lirë,1
zog zanash,1
zanë kumbare,1
shapkë zanash,1
vend i zanave,1
fakt i kryer,1
besimin,1
besnik,1
besnikërisht,1
besnikërinë,1
të pabesë,-1
e rreme,-1
bien,1
bie e gjitha,1
bie për,1
bie nga hiri,1
bie në dashuri,1
rënia e njeriut,1
bie,-1
"bie, deshtoj, bie poshte",1
dështoj,1
dështojnë nga,-1
gabime,-1
i gabuar,-1
në mënyrë të gabuar,-1
falsiteti,-1
gabim,-1
dërrasë bie,-1
i rënë,-1
e gabueshme,-1
duke rënë,-1
"bie, deshtoj, bie poshte",-1
ugar,-1
bie,-1
i rremë,-1
besim i rremë,-1
burgim i rremë,-1
myk i rremë,1
hithra e rreme,-1
kthim i rremë,-1
dhëmbë të rremë,1
vendim i rremë,-1
gënjeshtrës,-1
në mënyrë të rreme,-1
falseto,1
falsifikoj,-1
lëkundem,-1
i çaluar,-1
famë,1
i famshëm,1
i njohur,1
familjariteti,1
njohin,1
familjarisht,1
familja akeridae,-1
familja albuginaceae,-1
familja alliaceae,-1
familja aloeaceae,-1
familja alstroemeriaceae,-1
familja anguidae,-1
familja anomiidae,1
familja aphyllanthaceae,-1
familja arcidae,-1
familja arctiidae,-1
familja ariidae,-1
familja armadillidiidae,-1
familja asilidae,-1
familja atropidae,-1
familja belemnitidae,-1
familja belonidae,1
familja bombyliidae,-1
familja bradypodidae,1
karabidat familjare,-1
familja ceratopogonidae,-1
familja chalcididae,-1
familja chlamydiaceae,-1
familja chrysomelidae,1
familja chrysopidae,-1
familja cicindelidae,-1
familja ciconiidae,-1
klerida e familjes,-1
familja colchicaceae,-1
familja comatulidae,1
familja convallariaceae,-1
familja coreidae,-1
familja e krokodileve,1
familja dracunculidae,1
familja entomophthoraceae,-1
ekuidat e familjes,-1
familja erinaceidae,1
familja euglenaceae,1
familja eurylaimidae,-1
njeri familjar,1
terapi familjare,1
uria,-1
i uritur,-1
i famshëm,1
në mënyrë të famshme,1
famulus,1
tifoz,1
pëllëmbë ventilator,1
gjurmimi i tifozëve,1
fanatik,-1
fanatike,-1
me fanatizëm,1
fanatizmi,-1
fanatikë,-1
i dashuruar,1
fantazues,1
magjepsëse,1
anemia e fankonit,1
i zbukuruar,-1
i zbukuruar pa pagesë,-1
fanfare,1
Tifozët,1
fantazoj,1
fantastike,1
fantastike,-1
në mënyrë fantastike,1
fantazi,-1
fantods,-1
larg,1
larg e gjerë,1
shumë qaj,-1
e sforcuar,-1
majtas shumë,1
shumë larg,1
farsë,-1
farsë,-1
farsë por provokuese,-1
në mënyrë farsë,1
kalofte mire,-1
i largët,-1
fartlek,-1
magjepsin,1
magjepsëse,1
në mënyrë magjepsëse,1
magjepsje,1
fashioloza,-1
fashizmit,-1
fashiste,-1
modës,1
në modë,1
në modë,1
shpejtë,1
në rritje të shpejtë,1
korsi të shpejtë,1
agjërimi i të parëlindurit,1
me ritëm të shpejtë,1
më shpejt,1
më i shpejti,1
me rritje më të shpejtë,1
i përpiktë,1
me kujdes,1
përpikmëri,1
i shpejtë,-1
yndyrë,1
mace e trashë,1
macet e majme,-1
vitaminë e tretshme në yndyrë,-1
fata morgana,-1
fatale,-1
aksident fatal,-1
fataliste,1
në mënyrë fataliste,-1
fatalitet,-1
fatalisht,-1
mace e majme,-1
macet e majme,-1
fatale,-1
fatalisht,1
atësinë,1
pa baba,-1
atërore,1
i kuptueshëm,1
i pakuptimtë,-1
lodhshmëri,-1
lodhje,-1
i lodhur,-1
i lodhur,-1
i dhjamosur,1
yndyrore,1
mëlçisë yndyrore,-1
mendjemadhësi,-1
i shëmtuar,-1
në mënyrë të pamend,-1
fetva,1
faji,-1
gjetjen e gabimeve,-1
në mënyrë të gabuar,1
të meta,1
pa të meta,1
pa të meta,-1
gabimet,-1
me të meta,1
fauna,-1
faustian,1
favizëm,1
e preferuar,1
i preferuar,1
favor,1
i favorshëm,1
favorizuar,1
e preferuara,1
të preferuara,1
favor,-1
i favorshëm,1
pritje e favorshme,1
në mënyrë të favorshme,1
e preferuara,1
me fawning,-1
faze,-1
i fazionuar,-1
frikë,-1
i frikshëm,-1
me frikë,1
frikë,1
trim,1
pa frikë,1
pa frikë,-1
frikërat,-1
e frikshme,-1
në mënyrë të frikshme,1
e realizueshme,1
realizueshmërinë,1
në mënyrë të mundshme,1
sytë e një feste,1
feat,1
pendë,1
pëllëmbë pendë,1
me pupla,-1
pendë,1
peshë pendë,-1
pupla,-1
tipar i pasur,1
i paraqitur,-1
pa tipare,1
fekale,-1
impaksion fekal,-1
i lumtur,1
pa mend,-1
pa mend,1
feculence,1
fekulente,-1
pjellor,1
fedelinë,1
tarifë,1
tarifë e thjeshtë,1
bisht tarife,-1
i dobët,-1
në mënyrë të dobët,-1
mendjemprehtë,-1
dobësi,-1
në mënyrë të dobët,1
ushqim,1
kthej prapa,1
ushqehem,-1
ushqyes,1
ndjej,1
Ndihem si,1
ndjeheni si një milion dollarë,1
ndjenje,-1
me ndjeshmëri,-1
ndjenjat,1
shtiret,-1
i shtirur,-1
shtiret,-1
feste,1
përgëzoj,1
përgëzim,1
i lumtur,1
me gëzim,1
lumturi,1
ra,-1
shok,1
bashkëudhëtar,-1
kriminel,-1
kriminel,1
femërore,-1
përballoj,-1
parafango,-1
feria,-1
fermata,-1
fermentoj,1
e fermentueshme,1
pa fier,1
fier,1
në mënyrë të egër,-1
egërsi,-1
me përmasa të zbuluara,1
pjellore,1
fertiliteti,1
e plehërueshme,1
fekondoj,1
i zjarrtë,1
me zjarr,1
i zjarrtë,-1
me zjarr,1
entuziazëm,1
festimi,-1
festive,1
festë,1
fetid,-1
fetish,1
fetishist,1
fettle,1
grindje,1
feudalisht,1
feudatore,-1
ethe,-1
lartësia e etheve,1
pema e etheve,1
me ethe,1
me ethe,-1
me ethe,1
me ethe,-1
ethet,-1
pakicë,-1
fey,-1
fiasko,-1
para fiat,1
fib,-1
fibër,-1
fibra,1
fibriloza,-1
fibrinoze,1
fibroadenoma,-1
fibrokalcifik,-1
tumor fibroid,-1
fibroma,-1
fibromioziti,-1
fibroziti,-1
displazia fibroze e kockave,-1
fibroziteti,1
i paqëndrueshëm,-1
trillim,-1
fiktive,-1
fiktive,-1
në mënyrë fiktive,1
fiktive,1
violinë,-1
besnikëri,1
nervozizëm,-1
nervozizëm,-1
besnik,1
fiduciar,1
detyrë fiduciare,1
çiflig,1
fushë,1
fushmarshalli,1
djallit,-1
djallëzor,-1
djallëzorisht,-1
i egër,-1
ashpër,1
zjarrtë,-1
i zjarrtë,1
Pesëdhjetë pesëdhjetë,-1
përleshje,-1
pjellë,1
verbëri figurative,-1
figura,1
vegjë pëlhure me figura,1
figurë,-1
filariale,1
filariasis,-1
fileto,-1
filet de boeuf en croute,-1
filibuster,-1
filigran,1
filippo brunelleschi,1
mbush,-1
plotësoni,-1
mbush,-1
jam dakord,-1
e mbushur,1
mbushje,1
filoviridae,-1
fëlliqësirë,-1
i ndyrë,-1
fimbriate,1
finagle,-1
finaliteti,1
ndihmë financiare,1
auditimi financiar,1
Gjej,-1
zbuloni,-1
mirë,1
pamje e bukur,1
krehër me dhëmbë të imët,1
gjobë,-1
imët,1
finesë,1
më të imët,1
stolisje,-1
gjoba barishte,1
finesë,1
më të mirën,1
me gishta,-1
pa gishta,-1
si gishtat,-1
me gisht,-1
gjurmë gishtash,-1
ngecje gishtash,-1
fisnik,-1
përfundoni,1
përfunduar,1
duke përfunduar,-1
prekje përfundimtare,1
fundshmëria,1
bredhi,-1
zjarrit,-1
alarm zjarri,-1
milingona zjarri,-1
sigurimi nga zjarri,1
rezistent ndaj zjarrit,-1
shitje zjarri,-1
këmbësor zjarri,-1
bug zjarri,-1
roje zjarri,-1
i papërshkueshëm nga zjarri,-1
gur zjarri,-1
stuhi zjarri,1
ujë zjarri,1
linja e qitjes,1
të fortë,-1
më të fortë,1
qëndrueshmëri,-1
ndihma e parë,1
stacioni i ndihmës së parë,1
klasës së parë,1
gradën e parë të nderit,1
djegie e shkallës së parë,-1
i pari në klasë,1
nata e parë,-1
korrelacioni i rendit të parë,1
norma e parë,1
vlerësuesi i parë,1
ujin e parë,1
fiskale,1
peshku,-1
morra peshku,1
specie peshku,1
bisht peshku,-1
pëllëmbë bisht peshku,1
i zbërthyeshëm,1
i zbërthyeshëm,1
fisipare,1
çarje,-1
grusht,-1
tharje fistuloze,-1
përshtatet,1
përshtaten me faturën,1
në mënyrë të pakëndshme,1
fitnesi,1
të pajisura,-1
të pajisura,1
Flete e pajisur,1
i përshtatshëm,1
përshtatshmërisë,1
fitzgerald,1
pesë lobuar,-1
fiksoj,1
vaj fiks,-1
fagocit i fiksuar,-1
flab,-1
flabbergast,-1
i hutuar,-1
në mënyrë të dobët,1
i dobët,-1
fshikëz e dobët,-1
paraliza e dobët,-1
flamuri,1
oficeri i flamurit,1
rang flamuri,1
kërpudha flamuri smut,-1
flamurimi,-1
flagrante,-1
në mënyrë flagrante,1
gur flamuri,1
dhunti,-1
dhuntitë,-1
flakë,-1
flakë,-1
flaky,-1
krisje,-1
krisje,-1
flakë,-1
i krisur,1
flaka jashtë,-1
i papërshkueshëm nga flaka,-1
flakërimë,-1
flakët,-1
zemerohem,-1
shpërthime,-1
blic,-1
flash në tigan,1
kthim prapa,-1
bie shumë në sy,1
me balonë,1
banesë,1
bark i sheshtë,-1
këmbë të sheshtë,-1
i sheshtë jashtë,-1
me fund të sheshtë,1
makinë e sheshtë,-1
sheshtësi,1
më lajkatare,1
lajkatare,1
me lajka,1
lajka,1
fryrë,-1
lehtësimin e flatusit,1
punime të sheshta,1
nxjerr në pah,-1
i pangopur,1
e metë,-1
me të meta,1
pa të meta,1
pa të meta,1
të metat,-1
brumbull pleshti,1
pickimi i pleshtit,-1
fleapit,1
i ri,1
ik,-1
iku,-1
duke ikur,-1
ikin,-1
ikën,-1
admirali i flotës,1
kalimtare,-1
plagë mishi,-1
përkul,-1
flexeril,-1
fleksibilitet,1
fleksibël,1
fleksibilitet,1
fleksibël,1
dridhje,-1
dridhje,-1
dridhje,1
dridhjet,-1
fluturimi,1
linjë fluturimi,-1
pa fluturim,-1
fluturues,-1
flamflam,-1
i dobët,-1
stralli,1
rrokullisje,-1
rrokulliset jashtë,-1
në mënyrë të paqartë,1
flirtoj,-1
flirtues,1
në mënyrë flirtuese,1
flirtues,-1
fluturoj,-1
notues,1
lundrues,-1
përmbytje,-1
vërshoj në,1
kat,-1
me dysheme,-1
bie,1
flophouse,-1
i lulëzuar,-1
me lulëzim,1
fill me fill,1
ngec,-1
ngecje,-1
lulëzojnë,1
duke lulëzuar,1
me miell,1
përbuzje,-1
rrjedhin,-1
lulëzuar,1
lulëzimi,1
me lule,1
luhaten,-1
luhatshme,-1
rrjedhshëm,1
rrjedhshëm,1
gëzof,-1
flugelhorn,1
rastësi,1
izotiocianat fluorescein,1
fluoreshente,1
pajisje fluoreshente,-1
fluor,-1
acid fluoroborik,-1
fluoroboride,-1
fluorouracil,-1
flufenazinë,-1
hidroklorur flurazepam,-1
skuqem,-1
shpëlaje atë,-1
dridhje,1
xhami flauti,1
valëvitje,1
goditje flutter,-1
fluks,-1
fluturojnë,-1
fluturoj i verbër,1
fluturojnë natën,1
peshkimi me mizë,1
Fluturo lart,1
helm fluturues,-1
flyblown,1
varkë fluturuese,-1
Ngjyra fluturuese,1
holandez fluturues,1
peshë fluturuese,-1
për,1
epilepsi fokale,-1
në mënyrë fokale,1
fokusi,1
e fokusuar,1
duke u fokusuar,1
armik,-1
shqetësim fetal,1
bugbane foetid,-1
fetusi,1
mjegullohet,-1
i lidhur me mjegull,-1
me mjegull,1
llambë mjegullore,1
fletë metalike,1
dele,-1
dosje,-1
palosje,1
gjethore,1
me gjethe,-1
folie a deux,-1
gjethore,1
valle popullore,-1
etimologjia popullore,-1
popullore,-1
folikuliti,-1
ndjekin,1
ndjekin,1
në vijim,1
nxitje,-1
të dashur,-1
përkëdhel,1
dashamirës,1
me mall,1
dashuri,1
pa ushqim,-1
budalla,-1
detyrë budallai,-1
parajsa e budallenjve,1
i mashtruar,-1
i pamend,-1
duke mashtruar,-1
budallaqe,1
grua budallaqe,1
marrëzisht,-1
marrëzi,-1
i pagabueshëm,1
hero futbolli,1
rrëzë kodrës,-1
pa këmbë,-1
liroj këmbët,1
gjurmë,1
plagë këmbësh,-1
muri i këmbëve,-1
punë me këmbë,1
i mërzitur,1
marrëzi,1
me siguri,-1
për këtë çështje,1
bastisje,1
durim,-1
ndaloj,-1
e ndaluar,-1
fruta të ndaluara,1
ndaluese,-1
në mënyrë të ndaluar,-1
ushqim me forcë,-1
njësi e forcës,-1
i detyruar,1
ulje e detyruar,-1
me forcë,-1
me forcë,-1
me forcë,1
detyroj,1
ford,-1
vela e përparme dhe e pasme,-1
parandjenja,-1
me parandjenjë,-1
e huaj,-1
kryesor,1
mjeko-ligjor,-1
parashikojnë,-1
e parashikueshme,1
paragoditje,-1
parashikoj,1
largpamësia,1
zjarri në pyll,-1
pyllëzuar,-1
i matur,1
humbasin,-1
konfiskimi,-1
forficula auricularia,-1
forficulidae,-1
të falsifikuara,-1
harroje,1
harrestare,-1
me harresë,1
harresa,-1
e harrueshme,1
fal,1
falje,1
duke falur,1
me falje,1
e harruar,-1
pirun,-1
i dëshpëruar,-1
shpresë e dëshpëruar,-1
me dëshpërim,1
formë,1
formale,1
formaliteti,1
të zyrtarizuar,-1
formaliteti,1
formuese,1
ish,-1
i frikshëm,1
në mënyrë të frikshme,1
pa formë,-1
pa formë,1
formulë,-1
formulore,-1
formulari,1
formuloj,-1
formulim,-1
kurvërohem,-1
kurvëria,-1
kurvar,-1
braktis,-1
i braktisur,-1
forseti,1
betohem,-1
e ardhshme,1
i fortifikuar,1
fortissimo,1
guxim,1
i rastësishëm,1
rastësisht,1
rastësi,1
fat,1
me fat,1
për fat të mirë,1
pasuri,1
përpara,-1
foryml,-1
fosile,-1
fosilizoj,1
vëlla birësues,-1
bijë kujdestare,-1
motra birësuese,-1
bir birësues,-1
nxitëse,1
faull,-1
shkelje e rregullave,1
folur keq,-1
pajisje për mot të keq,-1
i faulluar,-1
në mënyrë të neveritshme,-1
fëlliqësi,1
themelues,-1
katerqind,-1
fjalë me katër shkronja,-1
katër shtresa,1
peshk fluturues me katër krahë,-1
katër vjeç,1
me dorë të dorës,-1
katërshe,1
kryqëzata e katërt,-1
barkushe e katërt,-1
kolera e shpendëve,-1
dëmtues shpendësh,1
gjuajtës,-1
dhelpra,-1
orkide bisht dhelpra,1
frakas,-1
fraktal,-1
i përçarë,-1
në mënyrë të përçarë,1
frakturë,-1
i brishtë,-1
brishtësia,-1
fragment,1
copëzimi,1
i fragmentuar,-1
aromatik,1
i brishtë,1
inkuadrim,1
i brishtë,1
brishtësi,-1
i sinqertë,1
franklin,1
sinqeriteti,1
i furishëm,-1
furishëm,-1
furishëm,-1
vëllazëror,1
mashtrim,-1
mashtrim në ligj,1
mashtrimi,-1
mashtruese,-1
me mashtrim,-1
i mbushur plot,-1
i fërguar,-1
rrah,-1
i rraskapitur,-1
fanatik,-1
i frikshëm,-1
i çuditshëm,1
në mënyrë të çuditshme,-1
çuditshmëri,-1
freaks,-1
i frikshëm,-1
Frederiku i,1
Frederick William i,1
pa pagesë,1
falas dhe e lehtë,-1
bashkëpunëtor i lirë,1
elektron i lirë,-1
renie e lire,-1
shtëpi e lirë,-1
listë falas,-1
mëlçia e lirë,-1
jetese e lire,1
dashuri e lirë,-1
drekë falas,-1
fund nervor i lirë,-1
shtypi i lirë,-1
kallam falas,-1
instrument me kallam pa pagesë,1
vullnet i lirë,1
kuvertë e dërrasës së lirë,-1
i lindur i lirë,1
liruar,1
lirinë,1
lirive,1
grua e lire,1
me dorë të lirë,-1
me zemër të lirë,1
ngarkesë e lirë,1
ngarkues pa pagesë,1
lirisht,1
posta falas,1
gur i lirë,-1
stil i lirë,1
rrota e lirë,1
makinë me rrota të lirë,1
rrota e lirë,1
vullnet i lirë,1
grua e lirë,-1
ngrijë,-1
ngrin,-1
ngrirjes,-1
derë franceze,1
blu ultramarine franceze,-1
frengjizoj,-1
frenetik,-1
në mënyrë të furishme,-1
i tërbuar,-1
furi,-1
të shpeshta,1
të freskëta,1
peshk i fresket,1
ushqime të freskëta,-1
më të freskëta,1
më i freskët,1
freski,1
ujërave të ëmbla,-1
shqetësohem,-1
i shqetësuar,-1
me brengosje,1
frets,-1
i mërzitur,1
frojdiane,-1
psikologji frojdiane,-1
rrëshqitje frojdiane,1
freyja,1
brishtësi,-1
i shkrifët,-1
fërkimi,-1
pa fërkime,-1
fërkimet,-1
të skuqura,-1
mik,1
mungesë miqësie,1
miqësi,1
miqësore,1
zjarr miqësor,1
miqësi,1
patate të skuqura,1
friggin,-1
frigging,-1
frika,-1
trembin,1
e frikshme,-1
në mënyrë të frikshme,-1
e frikshme,-1
në mënyrë të frikshme,-1
i ftohtë,-1
ngrirje,1
frigorike,-1
me thekë,-1
gentian me thekë,1
rozë me thekë,1
në mënyrë të frikshme,1
mendjelehtësi,1
joserioze,-1
në mënyrë joserioze,1
mendjelehtësi,-1
gëzueshëm,1
nga zemra,1
fjollë,1
para,-1
djegësi i përparmë,-1
vija e përparme,-1
vrapues i përparmë,1
eminenca ballore,1
frontlet,-1
përpara,1
larg,-1
ngrica,-1
ngrirja,-1
të ngrirë,-1
i mbuluar me brymë,1
ngrirë,-1
ngrica,-1
shkumë në gojë,-1
shkumëzues,1
shkumëzimin,-1
rrudh vetullat,-1
vrenjtur,-1
ngriu,-1
të ngrira,-1
frytoj,1
kursimtar,1
me kursim,1
kursim,1
frytdhënëse,1
frytshmëria,1
frytdhënëse,1
të pafrytshme,-1
të pafrytshme,-1
pafrytëzimi,-1
frutash,-1
i shijshëm,1
frump,-1
me shpejtësi,1
i fryrë,1
frustroj,-1
i frustruar,-1
frustron,-1
frustruese,-1
në mënyrë frustruese,-1
frustrimi,-1
frustrimet,-1
skuq,-1
ftw,1
qij,-1
ndyrë,1
ndyrë,1
algat fukoide,-1
fudge,-1
karburant,-1
fug,-1
në mënyrë të frikshme,-1
fuggy,-1
i arratisur,-1
i turbullt,-1
fugu,1
plotësuar,1
përmbushje,1
përmbushje,1
duke i mbushur,1
i mbushur plot,1
plot gjak,-1
plot fryrje,1
plotësues i plotë,1
fustan i plotë,1
gjatësi e plotë,1
xhaketë të plotë metalike,-1
profesor i rregullt,1
radiator i plotë,1
shkallë të plotë,-1
kohë e plotë,1
plotësi,1
plotësisht,1
me të drejta të plota,1
vulminant,-1
vulminat,1
acid fumarik,-1
ngatërroj,-1
tym,-1
lisi i tymosur,-1
tymi,-1
argëtim,1
funksionale,1
çrregullim funksional,-1
analfabet funksional,1
funksionalizmi,1
funksionalitetin,1
analfabet funksionalisht,1
fundamentalizëm,-1
fundamentaliste,-1
në thelb,1
financuar,-1
i këmbyeshëm,1
fungicid,1
kërpudhat,-1
si myku,-1
funikuliti,-1
i shokuar,-1
formë hinke,1
në mënyrë qesharake,-1
qesharake,-1
gëzof,-1
mobiloj,1
i furishëm,-1
furishëm,1
gëzofësh,-1
furi,-1
tërbim,-1
me tutje,1
i fshehtë,1
furuncle,-1
furunculosis,-1
tërbim,-1
venitje fusarium,-1
shkrihet,1
fusiladë,-1
bujë,-1
me shkujdesje,1
rrëmujë,1
i bezdisshëm,1
pengoj,-1
i shkrifët,-1
e kotë,-1
kot,-1
kotësinë,1
e ardhmja,1
ditën e ardhshme,-1
pa të ardhme,-1
futuristike,1
futuristike,1
fuzz,-1
mjegullt,1
Fjodor Mihailovich Dostojevski,-1
gërmoj,-1
nepërkë gabunë,-1
gabrieli,1
gadus morhua,1
gafë,-1
gafa,-1
hare,1
i gëzuar,1
fitojnë,1
fituar,1
fitues,1
fitimprurëse,1
me fitim,1
duke fituar,1
fitimprurëse,1
fitimet,1
fitimprurëse,-1
fitues,-1
galaktosemia,-1
galan,1
satelit galileas,1
teleskopi galilean,-1
vrer,-1
galant,1
me trimëri,1
vrer,-1
i tëmthit,-1
acid galik,-1
vrer,-1
me vrer,-1
galop,-1
ritmi galop,1
zog i varjes,1
tëmtha,-1
bollëk,1
galvanizmi,1
galvanizimi,1
galvanizoj,-1
galvanizimi,-1
lojë,-1
me lojë,1
lojë,-1
rreze gama,-1
gammy,-1
gamë,1
ganesha,1
përdhunim në grup,-1
gangster,-1
boshllëk,-1
hendek i dhëmbëzuar,-1
zbrazje,-1
zbrazje,-1
veshje,-1
mbeturina,1
garcinia hanburyi,-1
kopshti i Edenit,1
kërmilli kopshti,-1
luleshtrydhe kopshti,1
gargarë,-1
i shëmtuar,-1
gjalpë hudhër,-1
hudhërore,-1
grumbulloj,1
bombë gazi,1
mbushur me gaz,-1
grykë gazi,-1
gaz i ngushtë,-1
të gaztë,-1
gulçoj,-1
me gaz,-1
ulçera gastrike,-1
gastrinë,-1
gastrit,-1
çrregullim gastrointestinal,-1
gastronomi,1
përplasja e portës,-1
tavolina e portës,1
drogës portë,-1
gauche,-1
gaucheness,-1
sëmundja e Gaucher,1
mendjemadhësi,-1
i guximshëm,-1
matës,1
gauguinesque,1
me doreza,-1
gauri,1
grykë,-1
gavialidae,1
gawk,-1
gawker,1
i turbullt,-1
gazella subgutturosa,1
geek,-1
më geek,1
geeky,1
plak,-1
gelechiidae,1
perlë,1
i çmuar,1
gur i çmuar,1
gurë të çmuar,1
rolin gjinor,-1
gjenealogjikisht,1
të përgjithshme,-1
barra e përgjithshme,-1
menaxher i përgjithshëm,1
Qëllimi i përgjithshëm,-1
verdikti i përgjithshëm,1
të përgjithësuara,-1
çrregullim ankthi i përgjithësuar,1
parimet e përgjithshme të pranuara të kontabilitetit,1
gjenerike,-1
në mënyrë gjenerike,-1
bujari,1
bujare,-1
bujarisht,1
genevan,1
gjenial,1
gjenialiteti,1
